id,title,tagline,description,ctaText,ctaLink
hero-1,Turning Data into Actionable Insights,Statistics and Data Tech,"I specialize in statistical analysis, predictive modeling, and data visualization to solve complex problems and bridge the gap between theory and impact.",View Case Studies,/journey
