id,bio,mission,tagline,interests
about-1,"I am a passionate aspiring Data Scientist skilled in Statistics, AI workflows, and Agentic Systems. My focus is on leveraging theoretical knowledge and technical skills to build robust data solutions.",To bridge the gap between raw data and decision-making through rigorous statistical methodology.,Statistician | Data Scientist | Problem Solver,"Machine Learning,Bayesian Statistics,Data Visualization,Automation"
